Unnamed: 0|query_id|device_classification_name|approval_number|device_name|applicant_name|applicant_contact|correspondent_name|regulation_number|classification_product_code|day_received|month_received|year_received|decision_day|decision_month|decision_year|decision|regulation_medical_specialty|review_panel|summary_link|type|reviewed_by_third_party|combination_product|0|||||
2368|K213583|system, nuclear magnetic resonance imaging|k213583|achieva, ingenia, ingenia cx, ingenia elition and ingenia ambition mr systems|jan van de kerkhof|jan van de kerkhof|susan  quick|892.1|lnh|11|12|2021|5|16|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k213583.pdf|abbreviated|no|no|93
2373|K193289|system, x-ray, tomography, computed|k193289|faststroke, ct perfusion 4d|elizabeth  mathew|elizabeth  mathew|elizabeth  mathew|892.175|jak|11|27|2019|11|12|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k193289.pdf|traditional|no|no|94
2387|K192383|radiological computer-assisted triage and notification software|k192383|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qas|8|30|2019|12|20|2019|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k192383.pdf|traditional|no|no|95
2410|K222361|system, x-ray, tomography, computed|k222361|ai-rad companion (musculoskeletal)|kira  kuzmenchuk|kira  kuzmenchuk|kira  kuzmenchuk|892.175|jak|8|4|2022|10|20|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k222361.pdf|traditional|no|no|96
2416|K210791|automated radiological image processing software|k210791|us2.v1|james  hare|james  hare|jared  seehafer|892.205|qih|3|16|2021|7|27|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k210791.pdf|traditional|no|no|97
2429|K183182|radiological computer-assisted prioritization software for lesions|k183182|critical care suite|camille  vidal|camille  vidal|camille  vidal|892.208|qfm|11|19|2018|8|12|2019|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf18|k183182.pdf|traditional|no|no|98
2447|K192167|radiological computer-assisted triage and notification software|k192167|curarad-ich|xiaoxiao  liu|xiaoxiao  liu|yarmela  pavlovic|892.208|qas|8|9|2019|4|13|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k192167.pdf|traditional|no|no|99
2455|K230913|automated radiological image processing software|k230913|andi|valerie  lacroix|valerie  lacroix|valerie  lacroix|892.205|qih|3|31|2023|7|25|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k230913.pdf|traditional|no|no|100
2562|K221369|mouthguard, over-the-counter|k221369|fbcc night guard|pablo  osorio|pablo  osorio|elisabeth  miller||obr|5|12|2022|11|18|2022|substantially equivalent     (sese)||dental|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k221369.pdf|traditional|no|no|101
2576|K190424|radiological computer-assisted triage and notification software|k190424|healthich|flair  bar|flair  bar|flair  bar|892.208|qas|2|22|2019|6|13|2019|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k190424.pdf|traditional|no|no|102
2678|K180779|ventilator, continuous, facility use|k180779|savina 300|dr. bettina  mobius|dr. bettina  mobius|dr. bettina  mobius|868.5895|cbk|3|26|2018|1|17|2019|substantially equivalent     (sese)|anesthesiology|anesthesiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf18|k180779.pdf|traditional|no|no|103
2679|K222836|abutment, implant, dental, endosseous|k222836|straumann® variobase® abutments and straumann® n!ce® zirconia discs|dr. renate  reiss|dr. renate  reiss|jennifer m. jackson|872.363|nha|9|20|2022|5|15|2023|substantially equivalent     (sese)|dental|dental|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k222836.pdf|traditional|no|no|104
2691|K223593|laparoscope, general & plastic surgery|k223593|inno-port disposable bladeless trocar, inno-port disposable optical trocar|ken  chen|ken  chen|ken  chen|876.15|gcj|12|1|2022|3|22|2023|substantially equivalent     (sese)|gastroenterology|urology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223593.pdf|traditional|no|no|105
2707|K202284|system, planning, radiation therapy treatment|k202284|oncospace|praveen  sinha|praveen  sinha|praveen  sinha|892.505|muj|8|12|2020|3|12|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k202284.pdf|traditional|no|no|106
2729|K231143|gastrointesinal lesion software detection system|k231143|gi genius system 100 and gi genius system 200|nhan ngo dinh|nhan ngo dinh|roger  gray|876.152|qnp|4|21|2023|5|19|2023|substantially equivalent     (sese)|gastroenterology|urology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k231143.pdf|special|no|no|107
2748|K192962|system, image processing, radiological|k192962|icobrain-ctp|dirk  smeets|dirk  smeets|dirk  smeets|892.205|llz|10|22|2019|2|28|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k192962.pdf|traditional|no|no|108
2781|K222755|system, nuclear magnetic resonance imaging|k222755|umr 680|xin  gao|xin  gao|xin  gao|892.1|lnh|9|12|2022|2|16|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k222755.pdf|traditional|no|no|109
2787|K223659|system, image processing, radiological|k223659|jazz|christian  federau|christian  federau|christian  federau|892.205|llz|12|6|2022|9|22|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223659.pdf|traditional|no|no|110
2799|K213999|system, x-ray, tomography, computed|k213999|deep learning image reconstruction|amy  yang|amy  yang|amy  yang|892.175|jak|12|21|2021|2|18|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k213999.pdf|traditional|no|no|111
2800|K223830|system, imaging, pulsed doppler, ultrasonic|k223830|ultrasound system 2300|inesa  cernajute|inesa  cernajute|inesa  cernajute|892.155|iyn|12|21|2022|4|11|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223830.pdf|traditional|no|no|112
2808|K220590|system, image processing, radiological|k220590|apromise x|aseem  anand|aseem  anand|donna-bea  tillman|892.205|llz|3|1|2022|4|29|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k220590.pdf|traditional|no|no|113
2814|K203696|system, image processing, radiological|k203696|rbknee|martin christian axelsen|martin christian axelsen|john j. smith|892.205|llz|12|18|2020|8|27|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k203696.pdf|traditional|no|no|114
2891|K221147|system, imaging, pulsed doppler, ultrasonic|k221147|vivid t8, vivid t9|lee  bush|lee  bush|lee  bush|892.155|iyn|4|20|2022|7|18|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k221147.pdf|traditional|no|no|115
3006|K200899|system, image processing, radiological|k200899|quantib ai node|floor van  leeuwen|floor van  leeuwen|floor van  leeuwen|892.205|llz|4|3|2020|6|15|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k200899.pdf|traditional|no|no|116
3042|K230074|radiological computer-assisted prioritization software for lesions|k230074|rapid aneurysm triage and notification|james  rosa|james  rosa|james  rosa|892.208|qfm|1|10|2023|7|27|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k230074.pdf|traditional|no|no|117
3067|K230223|system, x-ray, tomography, computed|k230223|icac device|nishith  khandwala|nishith  khandwala|john j. smith|892.175|jak|1|26|2023|4|25|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k230223.pdf|traditional|no|no|118
3176|K201005|digital pathology image viewing and management software|k201005|fullfocus|jillian  sue|jillian  sue|jillian  sue|864.37|qkq|4|16|2020|7|15|2020|substantially equivalent     (sese)|pathology|pathology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k201005.pdf|traditional|no|no|119
3182|K213794|stethoscope, electronic|k213794|eko murmur analysis software (emas)|sam  huang|sam  huang|sam  huang|870.1875|dqd|12|6|2021|6|29|2022|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k213794.pdf|traditional|no|no|120
3183|K211326|gastrointesinal lesion software detection system|k211326|endoscreener|jingjia  liu|jingjia  liu|john j smith|876.152|qnp|4|30|2021|11|19|2021|substantially equivalent     (sese)|gastroenterology|urology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k211326.pdf|traditional|no|no|121
3283|K201232|system, image processing, radiological|k201232|limbus contour|jon  giambattista|jon  giambattista|mary  vater|892.205|llz|5|7|2020|8|13|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k201232.pdf|traditional|no|no|122
3324|K202013|automated radiological image processing software|k202013|wrdensity by whiterabbit.ai|jason  su|jason  su|jason  su|892.205|qih|7|21|2020|10|30|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k202013.pdf|traditional|no|no|123
3362|K223523|system, nuclear magnetic resonance imaging|k223523|sonic dl|glen  sabin|glen  sabin|glen  sabin|892.1|lnh|11|23|2022|5|30|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223523.pdf|traditional|no|no|124
3383|K210011|mouthguard, prescription|k210011|js dental lab mouth guard|dylan  hao|dylan  hao|parul  chansoria||mqc|1|4|2021|7|16|2021|substantially equivalent     (sese)||dental|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k210011.pdf|traditional|no|no|125
3456|K220961|system, x-ray, tomography, computed|k220961|deep learning image reconstruction|wang  xing|wang  xing|wang  xing|892.175|jak|4|1|2022|7|29|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k220961.pdf|special|no|no|126
3483|K212616|computer-assisted diagnostic software for lesions suspicious for cancer|k212616|koios ds|patricia  setti-laperch|patricia  setti-laperch|patricia  setti-laperch|892.206|pok|8|18|2021|12|16|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k212616.pdf|traditional|no|no|127
3497|K232526|system, x-ray, fluoroscopic, image-intensified|k232526|xidf-aws801, angio workstation (alphenix workstation), v9.5|paul  biggins|paul  biggins|orlando  tadeo|892.165|jaa|8|21|2023|9|12|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k232526.pdf|special|no|no|128
3571|K191194|camera, ophthalmic, slit-scanning|k191194|clarus|saurabh  jamkhindikar|saurabh  jamkhindikar|saurabh  jamkhindikar|886.112|qer|5|3|2019|6|25|2019|substantially equivalent     (sese)|ophthalmic|ophthalmic|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k191194.pdf|traditional|no|no|129
3589|K203744|automated radiological image processing software|k203744|arterys mica|sharon  cholowsky|sharon  cholowsky|marina  codari|892.205|qih|12|22|2020|3|14|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k203744.pdf|traditional|no|no|130
3691|K220905|orthopedic stereotaxic instrument|k220905|xvision spine system|contact  title|contact  title|janice m. hogan|882.456|olo|3|28|2022|11|17|2022|substantially equivalent     (sese)|neurology|orthopedic|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k220905.pdf|traditional|no|no|131
3713|K220815|automated radiological image processing software|k220815|braininsight|christine  kupchick|christine  kupchick|christine  kupchick|892.205|qih|3|21|2022|7|19|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k220815.pdf|traditional|no|no|132
3734|K223443|radiological computer-assisted prioritization software for lesions|k223443|viz aaa|pooja  shah|pooja  shah|pooja  shah|892.208|qfm|11|14|2022|3|17|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223443.pdf|traditional|no|no|133
3757|K192665|positive blood culture identification and ast kit|k192665|accelerate pheno system, accelerate phenotest bc kit|carrene  plummer|carrene  plummer|carrene  plummer|866.165|prh|9|25|2019|9|15|2020|substantially equivalent     (sese)|microbiology|microbiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k192665.pdf|traditional|no|no|134
3779|K211713|system, image processing, radiological|k211713|angiocloud service|james  lewis|james  lewis|bahram  parvinian|892.205|llz|6|3|2021|4|28|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k211713.pdf|traditional|no|no|135
3799|K203260|radiological computer-assisted triage and notification software|k203260|syngo.ct brain hemorrhage|tabitha  estes|tabitha  estes|tabitha  estes|892.208|qas|11|5|2020|1|28|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k203260.pdf|traditional|no|no|136
3803|K231837|radiological computer-assisted triage and notification software|k231837|brainomix 360 triage lvo|thais  sala|thais  sala|thais  sala|892.208|qas|6|22|2023|9|28|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k231837.pdf|traditional|no|yes|137
3814|K182705|prosthesis, hip, semi-constrained, metal/ceramic/polymer, cemented or non-porous, uncemented|k182705|juveno hip system femoral stem, b-one primary acetabular system cups|allison  gecik|allison  gecik|allison  gecik|888.3353|lzo|9|27|2018|2|14|2019|substantially equivalent     (sese)|orthopedic|orthopedic|https:||www.accessdata.fda.gov|cdrh_docs|pdf18|k182705.pdf|traditional|no|no|138
3819|K213713|system, x-ray, tomography, computed|k213713|ai-rad companion (pulmonary)|lauren  bentley|lauren  bentley|kira  kuzmenchuk|892.175|jak|11|24|2021|8|11|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k213713.pdf|traditional|no|no|139
3874|K203320|handpiece, direct drive, ac-powered|k203320|endo motor|alex  wang|alex  wang|giselle  zhang|872.42|ekx|11|12|2020|5|10|2021|substantially equivalent     (sese)|dental|dental|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k203320.pdf|traditional|no|no|140
3891|K213760|densitometer, bone|k213760|abmd software|morteza  naghavi|morteza  naghavi|lauren  lee|892.117|kgi|12|1|2021|7|29|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k213760.pdf|traditional|no|no|141
3912|K201476|insulin pump therapy adjustment calculator for healthcare professionals|k201476|dreamed advisor pro|inbal beinglass peled|inbal beinglass peled|inbal beinglass peled|862.1358|qcc|6|3|2020|8|28|2020|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k201476.pdf|traditional|no|no|142
3918|K193178|system, tomography, computed, emission|k193178|biograph horizon|alaine  medio|alaine  medio|alaine  medio|892.12|kps|11|18|2019|2|12|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k193178.pdf|traditional|no|no|143
3923|K223734|ear, nose, and throat stereotaxic instrument|k223734|ent em|esther  moreno garcia|esther  moreno garcia|esther  moreno garcia|882.456|pgw|12|13|2022|4|27|2023|substantially equivalent     (sese)|neurology|ear nose & throat|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223734.pdf|traditional|no|no|144
3949|K223502|system, image processing, radiological|k223502|mr diffusion perfusion mismatch v1.0|nathalie  palumbo|nathalie  palumbo|john j. smith|892.205|llz|11|21|2022|1|13|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223502.pdf|traditional|no|no|145
4026|K183231|system, nuclear magnetic resonance imaging|k183231|signa premier|brian r. zielski|brian r. zielski|brian r. zielski|892.1|lnh|11|20|2018|1|18|2019|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf18|k183231.pdf|traditional|no|no|146
4058|K211678|radiological computer assisted detection, diagnosis software for lesions suspicious for cancer|k211678|lunit insight mmg|joohee  lee|joohee  lee|joohee  lee|892.209|qdq|6|1|2021|11|17|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k211678.pdf|traditional|no|no|147
4164|K200036|electrocardiograph|k200036|ai-ecg tracker|chang  liu|chang  liu|arthur  goddard|870.234|dps|1|8|2020|3|20|2020|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k200036.pdf|traditional|no|no|148
4181|K200855|radiological computer-assisted triage and notification software|k200855|cina|cyril di grandi|cyril di grandi|john j. smith|892.208|qas|3|31|2020|6|24|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k200855.pdf|traditional|no|no|149
4188|K212116|radiological image processing software for radiation therapy|k212116|vbrain-oar|vicki  lin|vicki  lin|vicki  lin|892.205|qkb|7|7|2021|10|12|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k212116.pdf|traditional|no|no|150
4223|K192828|system, x-ray, tomography, computed|k192828|aquilion one (tsx-306a|3) v10.0 with spectral imaging system|paul  biggins|paul  biggins|892.175|jak|10|2|2019|2|13|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k192828.pdf|traditional|no|no|151
4225|K222569|unit, x-ray, extraoral with timer|k222569|ai ray dental x-ray device|xunxian  wu|xunxian  wu|charles  mack|872.18|ehd|8|24|2022|11|23|2022|substantially equivalent     (sese)|dental|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k222569.pdf|traditional|no|no|152
4250|K192304|system, image processing, radiological|k192304|sis software version 3.6.0|ann  quinlan-smith|ann  quinlan-smith|kelliann  payne|892.205|llz|8|23|2019|9|13|2019|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k192304.pdf|special|no|no|153
4255|K223442|system, nuclear magnetic resonance imaging|k223442|mr 5300 and mr 7700 r11 mr systems|susan  quick|susan  quick|susan  quick|892.1|lnh|11|14|2022|12|23|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223442.pdf|special|no|no|154
4281|K232699|reduced ejection fraction machine learning-based notification software|k232699|low ejection fraction ai-ecg algorithm|suzanne  goodman|suzanne  goodman|alexia  haralambous|870.238|qye|9|5|2023|9|28|2023|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k232699.pdf|traditional|no|no|155
4299|K213941|radiological computer-assisted prioritization software for lesions|k213941|annalise enterprise cxr triage pneumothorax|eric  qin|eric  qin|michele  houldsworth|892.208|qfm|12|16|2021|2|24|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k213941.pdf|traditional|no|no|156
4306|K223268|automated radiological image processing software|k223268|braininsight|christine  kupchick|christine  kupchick|christine  kupchick|892.205|qih|10|24|2022|12|16|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223268.pdf|traditional|no|no|157
4357|K221020|catheter, retention type, balloon|k221020|accuryn monitoring system, accuryn smartfoley iap uo temp tray system 12 f, accuryn smartfoley iap uo temp tray system 14 f|priscila  tapia|priscila  tapia|priscila  tapia|876.513|ezl|4|6|2022|1|13|2023|substantially equivalent - kit     (sesk)|gastroenterology|urology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k221020.pdf|traditional|no|no|158
4448|K213857|coronary vascular physiologic simulation software|k213857|heartflow analysis|windi  hary|windi  hary|windi  hary|870.1415|pja|12|10|2021|10|14|2022|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k213857.pdf|traditional|no|no|159
4453|K231748|system, tomography, computed, emission|k231748|cartesion prime (pcd-1000a|3) v10.15|paul  biggins|paul  biggins|892.12|kps|6|15|2023|9|12|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k231748.pdf|traditional|no|no|160
4460|K221148|system, imaging, pulsed doppler, ultrasonic|k221148|vivid iq|lee  bush|lee  bush|lee  bush|892.155|iyn|4|20|2022|7|18|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k221148.pdf|traditional|no|no|161
4503|K211161|automated radiological image processing software|k211161|critical care suite with endotracheal tube positing ai algorithm|chris  paulik|chris  paulik|chris  paulik|892.205|qih|4|19|2021|10|29|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k211161.pdf|traditional|no|no|162
4523|K222781|system, image processing, radiological|k222781|augmento|kallol  sen|kallol  sen|manoj  zacharias|892.205|llz|9|15|2022|4|11|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k222781.pdf|traditional|no|no|163
4580|K231094|radiological computer-assisted triage and notification software|k231094|annalise enterprise ctb triage-oh|haylee  bosshard|haylee  bosshard|haylee  bosshard|892.208|qas|4|18|2023|8|15|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k231094.pdf|traditional|no|no|164
4589|K191647|automated radiological image processing software|k191647|qlab advanced quantification software|eri  gremi|eri  gremi|eri  gremi|892.205|qih|6|20|2019|12|20|2019|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k191647.pdf|traditional|no|no|165
4697|K183549|electrode, ion specific, sodium|k183549|gem premier chemstat|gabriella  erdosy|gabriella  erdosy|gabriella  erdosy|862.1665|jgs|12|20|2018|2|16|2019|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:||www.accessdata.fda.gov|cdrh_docs|pdf18|k183549.pdf|traditional|no|no|166
4699|K223547|system, tomography, computed, emission|k223547|biograph vision quadra pet|ct system|alaine  medio|alaine  medio|892.12|kps|11|25|2022|12|22|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223547.pdf|special|no|no|167
4753|K173327|method, enzymatic, glucose (urinary, non-quantitative)|k173327|dip|u.s. urine analysis test system|ron  zohar|ron  zohar|862.134|jil|10|20|2017|7|18|2018|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:||www.accessdata.fda.gov|cdrh_docs|pdf17|k173327.pdf|traditional|no|no|168
4760|K202404|automated radiological image processing software|k202404|bonemri|roel  raatgever|roel  raatgever|suji  shetty|892.205|qih|8|21|2020|12|22|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k202404.pdf|traditional|no|no|169
4771|K220080|radiological computer-assisted prioritization software for lesions|k220080|cognet qmtriage|diane  rutherford|diane  rutherford|diane  rutherford|892.208|qfm|1|10|2022|9|29|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k220080.pdf|traditional|no|no|170
4793|K200569|system, planning, radiation therapy treatment|k200569|raystation|viktoria  hammarstedt|viktoria  hammarstedt|viktoria  hammarstedt|892.505|muj|3|4|2020|9|24|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k200569.pdf|traditional|no|no|171
4801|K223738|electrode, cutaneous|k223738|alpha control liner system (acls)|blair  lock|blair  lock|blair  lock|882.132|gxy|12|14|2022|1|11|2023|substantially equivalent     (sese)|neurology|neurology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223738.pdf|special|no|no|172
4816|K230346|system, imaging, pulsed doppler, ultrasonic|k230346|voluson swift; voluson swift+|bryan  behn|bryan  behn|bryan  behn|892.155|iyn|2|8|2023|6|20|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k230346.pdf|traditional|no|no|173
4821|K220800|system, imaging, pulsed doppler, ultrasonic|k220800|venue go|lee  bush|lee  bush|lee  bush|892.155|iyn|3|18|2022|6|21|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k220800.pdf|traditional|no|no|174
4829|K223387|system, imaging, pulsed doppler, ultrasonic|k223387|v8 diagnostic ultrasound system, v7 diagnostic ultrasound system|ju  jee young|ju  jee young|ju  jee young|892.155|iyn|11|7|2022|2|13|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223387.pdf|traditional|no|no|175
4831|K202713|cabinet, x-ray system|k202713|trueview 100 pro|wang  yan|wang  yan|wang  yan|892.168|mwp|9|16|2020|11|18|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k202713.pdf|traditional|no|no|176
4872|K201019|radiological computer assisted detection, diagnosis software for lesions suspicious for cancer|k201019|genius ai detection|deborah  thomas|deborah  thomas|deborah  thomas|892.209|qdq|4|17|2020|11|18|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k201019.pdf|traditional|no|no|177
4882|K210484|recorder, event, implantable cardiac, (with arrhythmia detection)|k210484|linq ii insertable cardiac monitor, zelda ai ecg classification system|dianna l johannson|dianna l johannson|dianna l johannson|870.1025|mxd|2|19|2021|6|11|2021|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k210484.pdf|traditional|no|no|178
4906|K202700|radiological image processing software for radiation therapy|k202700|art-plan|edwin  lindsay|edwin  lindsay|edwin  lindsay|892.205|qkb|9|16|2020|1|14|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k202700.pdf|traditional|no|no|179
4912|K201330|catheter for crossing total occlusions|k201330|tigereye cto-crossing catheter|thomas  lawson|thomas  lawson|thomas  lawson|870.125|pdu|5|19|2020|9|10|2020|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k201330.pdf|traditional|no|no|180
4915|K223539|automatic event detection software for polysomnograph with electroencephalograph|k223539|dreem 3s|delphine  lemoine|delphine  lemoine|delphine  lemoine|882.14|olz|11|23|2022|8|18|2023|substantially equivalent     (sese)|neurology|neurology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k223539.pdf|traditional|no|no|181
5000|K191688|system, image processing, radiological|k191688|subtlemr|ajit  shankaranarayanan|ajit  shankaranarayanan|jared  seehafer|892.205|llz|6|24|2019|9|16|2019|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k191688.pdf|traditional|no|no|182
5015|K222174|automated radiological image processing software|k222174|radiolens v1.0|meenakshi  singh|meenakshi  singh|rory a. carrillo|892.205|qih|7|21|2022|3|28|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k222174.pdf|traditional|no|no|183
