query_id,product_code,device_class,medical_specialty,third_party_review,gmp_exempt_flag,implant_flag,life_sustain_flag,target_area,technical_method,physical_state,definition
K200036,dps,2,CV,Y,N,N,N,,,,
K200855,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K212116,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K192828,jak,2,RA,Y,N,N,N,,,,
K222569,ehd,2,DE,Y,N,N,N,,,,
K192304,llz,2,RA,Y,N,N,N,,,,
K223442,lnh,2,RA,Y,N,N,N,,,,
K232699,qye,2,CV,N,N,N,N,Cardiovascular,non-invasive physiological measurement(s),Consists of one or more non-invasive physiological inputs  a machine learning based for disease detection or classification  and an output on the presence  absence  or likelihood of reduced ejection fraction.,Reduced Ejection Fraction machine learning-based notification software employs machine learning techniques to suggest the likelihood of a reduced ejection fraction for further referral or diagnostic follow-up.
K213941,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K223268,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K221020,ezl,2,GU,Y,N,N,N,,,,
K213857,pja,2,CV,N,N,N,N,Coronary Vasculature,Performs offline analysis of pre-existing imaging data to simulate blood flow in the coronary vasculature.,Software,A coronary vascular physiologic simulation software device is intended to aid in the identification of functionally significant cardiovascular disease.
K231748,kps,2,RA,Y,N,N,N,,,,
K221148,iyn,2,RA,Y,N,N,N,,,,
K211161,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K222781,llz,2,RA,Y,N,N,N,,,,
K231094,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K191647,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K183549,jgs,2,CH,Y,N,N,N,,,,
K223547,kps,2,RA,Y,N,N,N,,,,
K173327,jil,2,CH,Y,N,N,N,,,,
K202404,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K220080,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K200569,muj,2,RA,N,N,N,N,,,,
K223738,gxy,2,NE,Y,N,N,N,,,,
K230346,iyn,2,RA,Y,N,N,N,,,,
K220800,iyn,2,RA,Y,N,N,N,,,,
K223387,iyn,2,RA,Y,N,N,N,,,,
K202713,mwp,2,RA,Y,N,N,N,,,,
K201019,qdq,2,RA,N,N,N,N,Anatomical sites that may contain lesions suspicious for cancer.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection  localization  and characterization of lesions suspicious for cancer on acquired medical images (e.g.  mammography   MR  CT  ultrasound  radiography). The device detects  identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images  and may provide information about the presence  location  and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K210484,mxd,2,CV,N,N,Y,N,,,,
K202700,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K201330,pdu,2,CV,N,N,N,N,Peripheral vasculature,Creates narrow channel in occlusion to allow for guidewire placement for further percutaneous intervention  such as angioplasty  atherectomy or stent placement.,Peripheral catheter,To facilitate the intraluminal placement of conventional guidewires beyond stenotic lesions (including subchronic and chronic total occlusions) in the peripheral vasculature prior to further percutaneous intervention  such as angioplasty  atherectomy or stent placement.
K223539,olz,2,NE,N,N,N,N,Brain,Uses software algorithms to analyze electroencephalograph and polysomnograph waveforms and automatically identify areas of interest to the user,Electroencephalograph analysis software.  Does NOT include electrodes  electroencephalograph hardware  polysomnograph hardware  or basic electroencephalograph/polysomnograph software (e.g. used to display  store  archive  or manually annotate data).,Automatically mark electroencephalograph and polysomongraph signals in order to aid in identification of such events and annotation of prolonged PSG traces; Automatically calculate simple measures obtained from recorded signals (e.G. Magnitude  time  frequency and simple statistical measures of marked events); All output subject to verification by qualified user
K191688,llz,2,RA,Y,N,N,N,,,,
K222174,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K213566,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K220039,llz,2,RA,Y,N,N,N,,,,
K211541,qdq,2,RA,N,N,N,N,Anatomical sites that may contain lesions suspicious for cancer.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection  localization  and characterization of lesions suspicious for cancer on acquired medical images (e.g.  mammography   MR  CT  ultrasound  radiography). The device detects  identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images  and may provide information about the presence  location  and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K213140,llz,2,RA,Y,N,N,N,,,,
K201745,jak,2,RA,Y,N,N,N,,,,
K223490,llz,2,RA,Y,N,N,N,,,,
K193097,lnh,2,RA,Y,N,N,N,,,,
K220437,llz,2,RA,Y,N,N,N,,,,
K200232,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K192854,qdq,2,RA,N,N,N,N,Anatomical sites that may contain lesions suspicious for cancer.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection  localization  and characterization of lesions suspicious for cancer on acquired medical images (e.g.  mammography   MR  CT  ultrasound  radiography). The device detects  identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images  and may provide information about the presence  location  and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K200980,iyo,2,RA,Y,N,N,N,,,,
K230096,qdq,2,RA,N,N,N,N,Anatomical sites that may contain lesions suspicious for cancer.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection  localization  and characterization of lesions suspicious for cancer on acquired medical images (e.g.  mammography   MR  CT  ultrasound  radiography). The device detects  identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images  and may provide information about the presence  location  and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K214004,fmi,2,HO,Y,N,N,N,,,,
K190072,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K193283,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K222728,muj,2,RA,N,N,N,N,,,,
K211257,llz,2,RA,Y,N,N,N,,,,
K171720,omb,2,NE,N,N,N,N,Brain,Uses software algorithms to analyze full-montage electroencephalograph (16 electrodes) at user-specified locations and automatically identify areas of interest.,Electroencephalograph analysis software.  Does NOT include electrodes  electroencephalograph hardware  basic electroencephalograph software (e.g. used to display  store  archive  or manually annotate data)   or automatic event detection software used as an intermediary step in source-localization analysis.,Automatically mark or identify electroencephalograph waveforms for spikes  electrographic seizures  seizure-like events in order to aid in identification of such events and help review and annotation of prolonged EEG traces; All output subject to verification by qualified user
K193306,llz,2,RA,Y,N,N,N,,,,
K191729,occ,2,MI,N,N,N,N,In vitro diagnostic device,A qualitative in vitro diagnostic assay intended to simultaneously detect  identify  and/or differentiate multiple respiratory virus nucleic acid extracted from human respiratory specimens or viral cultures.  Detection and differentiation of specific virus RNA or DNA aids in the diagnosis of respiratory infections in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of infection with these viruses.,A qualitative in vitro diagnostic assay intended to simultaneously detect  identify  and/or differentiate multiple respiratory virus nucleic acid extracted from human respiratory specimens or viral cultures.  Detection and differentiation of specific virus RNA or DNA aids in the diagnosis of respiratory infections in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of infection with these viruses.,A respiratory viral panel multiplex nucleic acid assay is a qualitative in vitro diagnostic device intended to simultaneously detect and identify multiple viral nucleic acids extracted from human respiratory specimens or viral culture.  The detection and identification of a specific viral nucleic acid from individuals exhibiting signs and symptoms of respiratory infection aids in the diagnosis of respiratory viral infection when used in conjunction with other clinical and laboratory findings.  The device is intended for detection and identification of a combination of the following viruses:  Influenza A and Influenza B  Influenza A subtype H1 and Influenza A subtype H3  Respiratory Syncytial Virus subtype A and Respiratory Syncytial Virus subtype B  Parainfluenza 1  Parainfluenza 2  and Parainfluenza 3 virus  Human Metapneumovirus  Rhinovirus  and Adenovirus.
K230039,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K190387,muj,2,RA,N,N,N,N,,,,
K214043,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K213706,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K192969,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K203060,hqc,2,OP,Y,N,N,N,,,,
K200839,qqy,2,MI,N,N,N,N,Clinical specimens,Analysis and interpretation of digital images of colonies on solid chromogenic culture media.,In vitro diagnostic device comprising an imaging system and software for analysis.,Culture plate imaging system for qualitative assessment of resistant organisms is an automated system to assess the presence or absence of colony growth on solid chromogenic culture media.
K193271,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K210645,muj,2,RA,N,N,N,N,,,,
K230023,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K200595,joy,2,HE,Y,N,N,N,,,,
K223343,lnh,2,RA,Y,N,N,N,,,,
K192832,jak,2,RA,Y,N,N,N,,,,
K221762,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K230045,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K211060,fya,2,SU,N,N,N,N,,,,
K200695,mnr,2,AN,Y,N,N,N,,,,
K223028,jak,2,RA,Y,N,N,N,,,,
K230685,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K222070,owb,2,RA,Y,N,N,N,Human body,Fluoroscopy,Fluoroscopic X-Ray system,Interventional fluoroscopy
K190738,phx,2,OR,N,N,Y,N,Shoulder joint,Relative to the native shoulder joint  the device moves the center of rotation medially and distally to the anatomic position which increases the length of the deltoid muscle's lever arm  allowing the same rotational moment with less applied force.,Typically includes humeral stem  humeral socket  humeral cup  glenosphere  and glenoid baseplate with fixation screws.  The humeral stem and humeral socket may be one single piece or two separate pieces locked together.  The humeral cup is snap fit into the humeral socket.  The humeral cup is made from UHMWPE and articulates with the glenosphere made of CoCrMo alloy  Titanium alloy  or stainless steel.  The glenosphere locks to glenoid baseplate which is fixed to the glenoid bone by 2-6 screws.  The glenoid baseplate has HA coating  metallic coating or no coating and may feature a central peg  central screw  central cage  or keel.,Intended to be used to relieve pain and to replace the glenoid and humeral side of the shoulder joint in order to restore mobility in a grossly rotator cuff deficient joint with severe arthropathy or a previous joint replacement with a grossly rotator cuff deficient joint.
K221553,oht,2,SU,N,N,N,N,The device generally targets skin (including dermis  epidermis)  underlying   soft tissue and hair follicles.,Use of thermal energy to kill hair follicles for hair removal,Use of thermal energy,Over-the-counter device uses thermal energy to kill hair follicles for hair removal.
K212230,llz,2,RA,Y,N,N,N,,,,
K200905,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K213776,pcs,2,RA,N,N,N,N,liver,Uses MRI data combined with an empirically-derived calibration curve to determine liver iron concentration (LIC).,Postprocessing  software for the measurement of  liver iron concentration (LIC) from magnetic resonance imaging (MRI) data.,Intended for diagnostic use to present images that reflect the magnetic resonance spectra for the determination of iron in the liver for any indication where an assessment of liver iron concentration is needed.  For non-transfusion-dependent thalassemia (NTDT) patients  is intended as an aid in the assessment of NTDT patients for whom deferasirox therapy is being considered and for monitoring of NTDT patients receiving deferasirox therapy.
K213037,pib,2,OP,N,N,N,N,Fundus images of the macula and optic nerve of the eye.,Software as a medical device designed to analyze digital fundus images taken with an ophthalmic camera. Using artificial intelligence algorithms  the device is able to determine whether a patient has referable retinopathy.,Installed on  and operated by  an off-the-shelf hardware system with an appropriate OS.,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.
K191616,oas,2,RA,N,N,N,N,Mouth and associated stuctures,Uses x-ray scanning to produce computed tomographic images,X-ray machine,Produce cross-sectional diagnostic x-ray images of the intra-oral tissue and teeth.
K230208,lnh,2,RA,Y,N,N,N,,,,
K211379,muj,2,RA,N,N,N,N,,,,
K182384,jfy,2,CH,Y,N,N,N,,,,
K223608,chl,2,CH,Y,N,N,N,,,,
K210234,occ,2,MI,N,N,N,N,In vitro diagnostic device,A qualitative in vitro diagnostic assay intended to simultaneously detect  identify  and/or differentiate multiple respiratory virus nucleic acid extracted from human respiratory specimens or viral cultures.  Detection and differentiation of specific virus RNA or DNA aids in the diagnosis of respiratory infections in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of infection with these viruses.,A qualitative in vitro diagnostic assay intended to simultaneously detect  identify  and/or differentiate multiple respiratory virus nucleic acid extracted from human respiratory specimens or viral cultures.  Detection and differentiation of specific virus RNA or DNA aids in the diagnosis of respiratory infections in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of infection with these viruses.,A respiratory viral panel multiplex nucleic acid assay is a qualitative in vitro diagnostic device intended to simultaneously detect and identify multiple viral nucleic acids extracted from human respiratory specimens or viral culture.  The detection and identification of a specific viral nucleic acid from individuals exhibiting signs and symptoms of respiratory infection aids in the diagnosis of respiratory viral infection when used in conjunction with other clinical and laboratory findings.  The device is intended for detection and identification of a combination of the following viruses:  Influenza A and Influenza B  Influenza A subtype H1 and Influenza A subtype H3  Respiratory Syncytial Virus subtype A and Respiratory Syncytial Virus subtype B  Parainfluenza 1  Parainfluenza 2  and Parainfluenza 3 virus  Human Metapneumovirus  Rhinovirus  and Adenovirus.
K221330,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K211964,kps,2,RA,Y,N,N,N,,,,
K182177,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K222476,llz,2,RA,Y,N,N,N,,,,
K221106,llz,2,RA,Y,N,N,N,,,,
K200603,llz,2,RA,Y,N,N,N,,,,
K220332,lnh,2,RA,Y,N,N,N,,,,
K201836,jak,2,RA,Y,N,N,N,,,,
K210237,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K212074,llz,2,RA,Y,N,N,N,,,,
K221599,iyn,2,RA,Y,N,N,N,,,,
K223073,drg,2,CV,Y,N,N,N,,,,
K213721,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K223042,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K192004,mwi,2,CV,Y,N,N,N,,,,
K180432,dqk,2,CV,Y,N,N,N,,,,
K220928,myn,2,RA,N,N,N,N,,,,For information on the MYN device  please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers
K220848,iyn,2,RA,Y,N,N,N,,,,
K210001,kps,2,RA,Y,N,N,N,,,,
